BOP,GL,PL,Visible,Coterie ID,Industry,Subindustry,Class Description For Selection,Class Description,Class Selection Differentiation,Customer Friendly Name,Word Associations,Contractor Only - Office or Shop,Office/LRO/Condo,PL Group,PL Class,WC Class,Notes,Class Code,SIC Code,NAICS Code,Prop. Rate No.,Liab. Class Group,Liab. Exp. Base,EQ,EQSL
Y,Y,Y,Y,10751,Professional Services,Contractor,Web Traffic  ,Web Traffic ,,,,,,IT/Technology,Other technology services,,,10425,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10752,Professional Services,Contractor,Website Building  ,Website Building ,,,,,,IT/Technology,Website design,,,10432,7379,541519,1,51,PAY,3,M
Y,Y,Y,Y,10753,Artisan Contractor,Contractor,Window Cleaning Service (3 stories or less) Office ,Window Cleaning – 3 stories or less in height Office,,Window Cleaning Service (3 stories or less) Office,,Office,,Consultants,Other consulting services,,,76171,1799,561720,19,57,PAY,3,S
Y,Y,Y,Y,10754,Artisan Contractor,Contractor,Window Cleaning Service (3 stories or less) Shop ,Window Cleaning – 3 stories or less in height Shop,,Window Cleaning Service (3 stories or less) Shop,,Shop,,Consultants,Other consulting services,,,76181,1799,561720,20,57,PAY,3,S
Y, ,,Y,10755,Retail Store & Services,Retail,Wood Products Manufacturing  ,Wood Products – Not Otherwise Classified – Retail only ,,Wood Products Manufacturing ,,,,,,,,50943,5211,444190,9,6,LOI,3,S
Y,Y,Y,Y,10756,Professional Services,Contractor,Writing (Legal) ,Writing - Legal ,,Writing (Legal),,,,Consultants,Other consulting services,,,10352,7319,541199,2,51,PAY,3,M
Y, ,Y,Y,10757,"Health, Beauty & Fitness",Offices,Yoga/Pilates instruction  ,Yoga/Pilates instruction ,,,,,,"Beauty, Health, and Wellbeing",Yoga/Pilates instruction,,,63811,6324,621491,1,1,LOI,3,M
Y,Y,,,90001,Homee,Contractor,Homee – Plumbing  ,Homee – Plumbing ,,,,,,Consultants,Other consulting services,,"This classification includes:
The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.
This classification applies to insureds whose principal operations are in connection with 1-4 family dwellings. Also includes house connections, shop and display rooms.",75821,,,20,58,PAY,,
Y,Y,,,90002,Homee,Contractor,Homee – Electric  ,Homee – Electric ,,,,,,Consultants,Other consulting services,,"This classification applies to risks engaged in wiring of buildings and includes installation or repair of electrical fixtures and appliances and incidental outside work.
This classification excludes installation of alarms or alarm systems and electrical machinery or auxiliary apparatus.",74541,,,20,53,PAY,,
Y,Y,,,90003,Homee,Contractor,Homee – Heating & Cooling  ,Homee – Heating & Cooling ,,,,,,Consultants,Other consulting services,,,74781,,,20,57,PAY,,
Y,Y,,,90004,Homee,Contractor,Homee – Handyman  ,Homee – Handyman ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90005,Homee,Contractor,Homee – Smart Home  ,Homee – Smart Home ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90006,Homee,Contractor,Homee – Inspection  ,Homee – Inspection ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90007,Homee,Contractor,Homee – Exterior  ,Homee – Exterior ,,,,,,Consultants,Other consulting services,,This classification includes construction of private garages in connection with such residential property. This classification also includes incidental shop work.,74171,,,20,55,PAY,,
Y,Y,,,90008,Homee,Contractor,Homee – Fencing  ,Homee – Fencing ,,,,,,Consultants,Other consulting services,,,74601,,,20,55,PAY,,
Y,Y,,,90009,Homee,Contractor,Homee – Flooring  ,Homee – Flooring ,,,,,,Consultants,Other consulting services,,,76121,,,20,52,PAY,,
Y,Y,,,90010,Homee,Contractor,Homee – Furniture Assembly  ,Homee – Furniture Assembly ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90011,Homee,Contractor,Homee – Hauling  ,Homee – Hauling ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90012,Homee,Contractor,Homee – Lawn Care  ,Homee – Lawn Care ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90013,Homee,Contractor,Homee – Locksmith  ,Homee – Locksmith ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90014,Homee,Contractor,Homee – Painting  ,Homee – Painting ,,,,,,Consultants,Other consulting services,,A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.,75641,,,20,56,PAY,,
Y,Y,,,90015,Homee,Contractor,Homee – Pest Control  ,Homee – Pest Control ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90016,Homee,Contractor,Homee – Pool Care  ,Homee – Pool Care ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
Y,Y,,,90017,Homee,Contractor,Homee – Power Washing  ,Homee – Power Washing ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
Y,Y,,,90018,Homee,Contractor,Homee – Restoration  ,Homee – Restoration ,,,,,,Consultants,Other consulting services,,This classification includes construction of private garages in connection with such residential property. This classification also includes incidental shop work.,74171,,,20,55,PAY,,
Y,Y,,,90019,Homee,Contractor,Homee – Roofing  ,Homee – Roofing ,,,,,,Consultants,Other consulting services,,,75941,,,20,59,PAY,,
Y,Y,,,90020,Homee,Contractor,Homee – Snow Removal  ,Homee – Snow Removal ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90029,Homee,Contractor,Homee – Garage Door  ,Homee – Garage Door ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90030,Homee,Contractor,Homee – Product Installation  ,Homee – Product Installation ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90031,Homee,Contractor,Homee – Appliance  ,Homee – Appliance ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90032,Homee,Contractor,Homee – Cleaning  ,Homee – Cleaning ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
Y,Y,,,90101,serviz,Contractor,serviz – Plumbing  ,serviz – Plumbing ,,,,,,Consultants,Other consulting services,,"This classification includes:
The installation, service or repair of sanitary gas, steam, hot water, pipe or other pipe fittings including building connections and gas or liquid fuel appliances; and
The incidental sales of plumbing fixtures and supplies to be used in connection with the insured's installation, service or repair operations.
This classification applies to insureds whose principal operations are in connection with 1-4 family dwellings. Also includes house connections, shop and display rooms.",75821,,,20,58,PAY,,
Y,Y,,,90102,serviz,Contractor,serviz – Electric  ,serviz – Electric ,,,,,,Consultants,Other consulting services,,"This classification applies to risks engaged in wiring of buildings and includes installation or repair of electrical fixtures and appliances and incidental outside work.
This classification excludes installation of alarms or alarm systems and electrical machinery or auxiliary apparatus.",74541,,,20,53,PAY,,
Y,Y,,,90103,serviz,Contractor,serviz – Heating & Cooling  ,serviz – Heating & Cooling ,,,,,,Consultants,Other consulting services,,,74781,,,20,57,PAY,,
Y,Y,,,90104,serviz,Contractor,serviz – Handyman  ,serviz – Handyman ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90105,serviz,Contractor,serviz – Smart Home  ,serviz – Smart Home ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90106,serviz,Contractor,serviz – Inspection  ,serviz – Inspection ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90107,serviz,Contractor,serviz – Exterior  ,serviz – Exterior ,,,,,,Consultants,Other consulting services,,This classification includes construction of private garages in connection with such residential property. This classification also includes incidental shop work.,74171,,,20,55,PAY,,
Y,Y,,,90108,serviz,Contractor,serviz – Fencing  ,serviz – Fencing ,,,,,,Consultants,Other consulting services,,,74601,,,20,55,PAY,,
Y,Y,,,90109,serviz,Contractor,serviz – Flooring  ,serviz – Flooring ,,,,,,Consultants,Other consulting services,,,76121,,,20,52,PAY,,
Y,Y,,,90110,serviz,Contractor,serviz – Furniture Assembly  ,serviz – Furniture Assembly ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90111,serviz,Contractor,serviz – Hauling  ,serviz – Hauling ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90112,serviz,Contractor,serviz – Lawn Care  ,serviz – Lawn Care ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90113,serviz,Contractor,serviz – Locksmith  ,serviz – Locksmith ,,,,,,Consultants,Other consulting services,,,74841,,,20,53,PAY,,
Y,Y,,,90114,serviz,Contractor,serviz – Painting  ,serviz – Painting ,,,,,,Consultants,Other consulting services,,A mandatory property damage deductible of $250 applies. Use Business Liability Coverage – Property Damage Liability Deductible (Per Claim Basis) Endorsement BP 07 03 or Business Liability Coverage – Property Damage Liability Deductible (Per Occurrence Basis) Endorsement BP 07 04.,75641,,,20,56,PAY,,
Y,Y,,,90115,serviz,Contractor,serviz – Pest Control  ,serviz – Pest Control ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90116,serviz,Contractor,serviz – Pool Care  ,serviz – Pool Care ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
Y,Y,,,90117,serviz,Contractor,serviz – Power Washing  ,serviz – Power Washing ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
Y,Y,,,90118,serviz,Contractor,serviz – Restoration  ,serviz – Restoration ,,,,,,Consultants,Other consulting services,,This classification includes construction of private garages in connection with such residential property. This classification also includes incidental shop work.,74171,,,20,55,PAY,,
Y,Y,,,90119,serviz,Contractor,serviz – Roofing  ,serviz – Roofing ,,,,,,Consultants,Other consulting services,,,75941,,,20,59,PAY,,
Y,Y,,,90120,serviz,Contractor,serviz – Snow Removal  ,serviz – Snow Removal ,,,,,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,,,20,52,PAY,,
Y,Y,,,90129,serviz,Contractor,serviz – Garage Door  ,serviz – Garage Door ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90130,serviz,Contractor,serviz – Product Installation  ,serviz – Product Installation ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90131,serviz,Contractor,serviz – Appliance  ,serviz – Appliance ,,,,,,Consultants,Other consulting services,,,74111,,,20,53,PAY,,
Y,Y,,,90132,serviz,Contractor,serviz – Cleaning  ,serviz – Cleaning ,,,,,,Consultants,Other consulting services,,,76231,,,8,55,PAY,,
